iso3,mys_f_1990,mys_f_1991,mys_f_1992,mys_f_1993,mys_f_1994,mys_f_1995,mys_f_1996,mys_f_1997,mys_f_1998,mys_f_1999,mys_f_2000,mys_f_2001,mys_f_2002,mys_f_2003,mys_f_2004,mys_f_2005,mys_f_2006,mys_f_2007,mys_f_2008,mys_f_2009,mys_f_2010,mys_f_2011,mys_f_2012,mys_f_2013,mys_f_2014
ECU,6.381390095,6.450875984,6.520361872,6.589847761,6.65933365,6.728819539,6.798305427,6.867791316,6.937277205,7.006763094,7.076248982,7.145734871,7.21522076,7.284706649,7.354192537,7.423678426,7.493164315,7.562650204,7.59871006,7.606359959,7.708539963,7.772500038,7.973629951,8.182049751,8.267999649
EGY,4.424179025,4.659594055,4.895009086,5.130424117,5.365839147,5.601254178,5.905670166,5.835415173,5.765160179,5.694905186,5.624650192,5.554395199,5.484140205,5.413885212,5.343630219,5.273375225,5.203120232,5.548448389,5.893776547,6.239104704,6.584432862,6.92976102,7.275089177,7.620417335,7.965745492
ERI,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,5.425300374,5.626150131,5.834435536,6.042720941,6.251006346,6.459291752,6.667577157,6.875862562,7.084147967,7.292433372,7.500718777,7.709004182,7.917289587,8.125574992,8.333860397,8.626420021,8.749580383,8.84210968,8.926469803,9.016180038,9.126600266,9.263349533,9.314399719,9.433749676,9.553099632
EST,9.532988234,9.803146074,10.07330391,10.34346175,10.61361959,10.88377743,11.16228012,11.44078282,11.71928551,11.9977882,12.25327969,12.44808308,12.64288648,12.83768988,13.03249327,13.22729667,13.42210007,13.45440006,13.53604031,13.67986012,13.69906044,13.75597954,13.78359032,13.92436981,13.92652035
ETH,,,,,,,,,,,0.809696787,0.869237502,0.928778217,0.988318933,1.047859648,1.107400363,1.177000197,1.246600032,1.254805028,1.263010025,1.271215022,1.279420018,1.376451683,1.473483348,1.570515013
FIN,8.972359657,9.213227345,9.454095033,9.694962722,9.93583041,10.1766981,10.41756579,10.65843347,10.89930116,11.14016885,11.38103654,11.62190423,11.86277191,12.1036396,12.15952969,12.21541977,12.27476978,12.32907963,12.39402008,12.44548988,12.49857998,12.54961014,12.58654022,12.65882969,12.71975994
FJI,6.287414706,6.513197179,6.738979652,6.964762125,7.190544599,7.416327072,7.3990798,7.564327067,7.729574334,7.8948216,8.060068867,8.225316134,8.390563401,8.555810668,8.721057935,8.886305202,9.051552469,9.216799736,9.364304733,9.511809731,9.659314728,9.806819725,9.954324722,10.10182972,10.24933472
FRA,7.23348999,7.427249295,7.621008601,7.814767906,8.008527211,8.202286516,8.396045821,8.589805126,8.783564431,8.977323736,9.171083042,9.364842347,9.558601652,9.752360957,9.946120262,10.03040981,10.17281485,10.31521988,10.41182041,10.50063038,10.5266304,10.61380005,10.70963001,10.84115982,10.98081017
FSM,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,3.662044107,3.782478444,3.902912782,4.02334712,4.143781458,4.264215795,4.394452928,4.524690061,4.654927193,4.785164326,4.915401459,5.084643046,5.253884633,5.423126221,5.592367808,5.761609395,5.930850983,6.10009257,6.269334157,6.438575745,6.607817332,6.777058919,6.946300507,7.137943569,7.32958663
GBR,9.625041302,9.702264726,9.77948815,9.900341922,9.978968066,10.05759421,10.1820856,10.306577,10.43106839,10.55555979,10.68005118,10.91156149,11.1430718,11.37458212,11.60609243,11.83760274,12.12371454,12.40982634,12.69593814,12.98204994,13.11940956,13.08041,13.27081966,12.74895,12.83813
GEO,,,,,,,,,,,11.65088449,11.71338951,11.77622986,11.84008884,11.90394783,11.96780682,12.0316658,12.09552479,12.15938377,12.22324276,12.28710175,12.35096073,12.41481972,12.50504494,12.59527016
GHA,3.966090741,4.136724878,4.307359014,4.477993151,4.648627287,4.819261424,4.966836893,5.114412363,5.261987832,5.409563301,5.557138771,5.647067573,5.736996374,5.826925176,5.916853978,6.006782779,6.119770248,6.232757717,6.345745186,6.458732655,6.571720123,6.663954792,6.75618946,6.848424128,6.940658797
GIN,0.691495268,0.691717549,0.691939901,0.692162325,0.692384821,0.692607388,0.692830026,0.693052879,0.693275733,0.693498586,0.693721439,0.693944292,0.694167146,0.694389999,0.694612852,0.694835705,0.695058559,0.695281412,0.695504265,0.695727118,0.695949972,0.780487493,0.865025014,0.949562535,1.034100056
GMB,0.706406283,0.747913499,0.791859606,0.838387912,0.88765014,0.939806932,0.995028366,1.053494518,1.115396039,1.180934787,1.25032448,1.32379139,1.40157509,1.483929226,1.571122349,1.663438789,1.761179584,1.86466346,1.97422787,2.090230096,2.213048413,2.343083322,2.480758858,2.626523972,2.800050497
GNB,,,,,,,,,,,,,,,,1.308217824,1.403465271,1.499783278,1.596101284,1.692419291,1.788737297,1.885055304,1.98137331,2.077691317,2.174009323
GNQ,,,,,,,,,,,,,,,,,,,,,3.9758,3.9843,3.9928,4.0013,4.0098
GRC,6.777835907,7.022918419,7.27332202,7.52372562,7.774129221,8.024532822,8.253516709,8.482500596,8.711484483,8.94046837,9.169452257,9.197869735,9.226287214,9.254704693,9.283122171,9.339170456,9.790320396,9.651949883,9.711009979,9.794350147,9.877690315,9.985362768,10.09303522,10.20070767,10.30838013
GRD,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2.795271428,2.866729495,2.938187561,3.009645628,3.081103694,3.152561761,3.219816412,3.287071063,3.354325714,3.421580365,3.488835016,3.448902567,3.408970118,3.354105115,3.299240112,3.24437511,3.189510107,3.366653403,3.543796698,3.720939994,3.898083289,4.075226585,4.252369881,4.449059963,5.533130169
GUY,5.051413178,5.142712794,5.23401241,5.325312026,5.416611642,5.507911258,5.621661599,5.735411941,5.849162282,5.962912623,6.076662964,6.136531565,6.196400166,6.462584999,6.728769833,6.994954666,7.2611395,7.527324333,7.793509167,8.059694,8.119987273,8.180280545,8.240573818,8.300867091,8.361160364
HKG,7.76446927,7.981190205,8.203960228,8.426730251,8.649500275,8.872270298,9.095040321,9.234574318,9.374108315,9.513642311,9.653176308,9.792710304,9.932244301,10.0717783,10.21131229,10.35084629,10.49038029,10.61336517,10.73635006,10.84461021,10.96669006,11.17440033,11.27598031,11.3775603,11.47914028
HND,3.818559951,3.900581525,3.982603099,4.064624673,4.146646247,4.228667821,4.296107782,4.363547743,4.430987704,4.498427665,4.565867626,4.63695299,4.708038355,4.779123719,4.850209083,4.921294447,4.94681227,4.972330093,5.133587599,5.294845104,5.45610261,5.617360115,5.558829784,5.900144815,6.241459846
HRV,5.512467538,5.826620102,6.158676052,6.490732002,6.822787952,7.154843903,7.486899853,7.818955803,8.151011753,8.483067703,8.815123653,9.147179604,9.295658684,9.444137764,9.592616844,9.741095924,9.889575005,10.03805408,10.18653316,10.33501225,10.48349133,10.63197041,10.78700808,10.94430656,11.10389879
HTI,1.76,1.834,1.908,1.982,2.056,2.13,2.214,2.298,2.382,2.466,2.55,2.628,2.706,2.784,2.862,2.94,2.968,2.996,3.024,3.052,3.08,3.296,3.512,3.728,3.944
HUN,9.099840164,9.162400159,9.224960154,9.287520149,9.350080143,9.412640138,9.475200133,9.537760128,9.600320122,9.662880117,9.725440112,9.788000107,9.948232651,10.10846519,10.26869774,10.42893028,10.73459029,11.0402503,11.34591031,11.65157032,11.73375034,11.7915802,11.71862984,11.89138985,11.54996014
IDN,2.459719896,2.746007398,3.032294899,3.318582401,3.604869902,3.891157404,4.177444905,4.463732406,4.750019908,5.036307409,5.322594911,5.608882412,5.895169914,6.181457415,6.467744917,6.754032418,7.04031992,6.39109993,6.507730007,6.755380154,6.879184961,7.002989769,7.110849857,7.218709946,7.326570034
IND,1.793044518,1.841278464,1.88951241,1.937746356,1.985980303,2.034214249,2.29635526,2.558496272,2.820637283,3.082778294,3.344919306,3.284102591,3.223285877,3.162469162,3.101652447,3.040835733,3.179246187,3.317656641,3.456067095,3.594477549,3.732888003,4.045360088,4.357832174,4.67030426,4.982776345
IRL,7.11631496,7.34912014,7.589541376,7.829962611,8.070383847,8.310805082,8.551226318,8.791647553,9.032068789,9.272490025,9.51291126,9.753332496,9.993753731,10.23417497,10.4745962,10.71501744,10.95543867,11.19585991,11.36367321,11.53148651,11.69929981,11.17216015,11.24826177,11.32436339,11.40046501
IRN,4.604464176,4.900571197,5.196678218,5.492785239,5.78889226,6.084999281,6.440327706,6.795656131,7.150984556,7.506312981,7.861641406,8.116293444,8.370945482,8.62559752,8.880249559,9.134901597,9.599789619,9.397729874,9.195670128,9.393929958,9.592189789,9.659184933,9.726180077,9.919989586,10.0151701
IRQ,2.280221106,2.498540148,2.71685919,2.935178233,3.153497275,3.371816317,3.590135359,3.808454401,4.026773443,4.245092485,4.463411527,4.650195596,4.836979666,5.023763735,5.210547805,5.397331874,5.55258097,5.707830067,5.863079164,6.01832826,6.173577357,6.476798249,6.78001914,7.083240032,7.11065519
ISL,8.722245695,8.834724831,8.947203966,9.059683102,9.172162238,9.284641373,9.388940208,9.493239043,9.597537878,9.701836712,9.806135547,9.920659758,10.03518397,10.14970818,10.26423239,10.3787566,10.50350619,10.62825577,10.75300536,10.87775495,11.00250453,11.47696198,11.95141942,12.42587687,12.90033431
ISR,8.971631928,9.053343818,9.135055707,9.216767596,9.298479486,9.380191375,9.461903264,9.543615154,9.625327043,9.707038932,9.788750822,9.832108151,9.87546548,9.918822809,9.962180138,10.84851027,11.73484039,12.34113979,12.38947487,12.43780994,12.45526981,12.55253029,12.65892982,12.78441048,12.91329002
ITA,7.017865879,7.155551681,7.293237483,7.430923285,7.568609087,7.706294889,7.850145727,7.993996565,8.137847403,8.281698241,8.425549079,8.507749557,8.60911727,8.710484982,8.811852694,8.913220406,9.046719551,9.217530251,9.358550072,9.443360329,9.544340134,9.641880035,9.791780472,9.898215294,10.00465012
JAM,6.754770498,6.854249954,6.955194473,7.056138992,7.157083511,7.25802803,7.358972549,7.459917068,7.560861588,7.661806107,7.762750626,7.863695145,7.964639664,8.065584183,8.166528702,8.267473221,8.36841774,8.469362259,8.570306778,8.671251297,8.772195816,8.873140335,8.977680761,9.083452848,9.190471107
JOR,3.975679896,4.33390522,4.692130544,5.050355868,5.408581192,5.766806516,5.992509177,6.218211838,6.443914498,6.669617159,6.89531982,7.092033148,7.288746476,7.485459805,7.77303791,8.060616016,8.348194122,8.635772228,8.923350334,8.952054977,8.980759621,9.109564662,9.238369703,9.367174745,9.495979786
JPN,11.34074974,11.38412676,11.42750378,11.47088079,11.51425781,11.55763483,11.60101185,11.64438887,11.68776588,11.7311429,11.77451992,11.81789694,11.86127396,11.90465097,11.94802799,11.99140501,12.03478203,12.07815905,12.12153606,12.16491308,12.2082901,12.44357307,12.67885603,12.914139,13.14942196
KAZ,7.013328839,7.261621063,7.509913286,7.758205509,8.006497732,8.254789955,8.493817543,8.732845131,8.971872719,9.210900307,9.515936494,9.820972681,10.12600887,10.43104506,10.73608124,11.04111743,11.34615362,11.6511898,11.33868504,11.02618027,11.16086917,11.29555808,11.43024699,11.5649359,11.6996248
KEN,2.53,2.702,2.874,3.046,3.218,3.39,3.536,3.682,3.828,3.974,4.12,4.238,4.356,4.474,4.592,4.71,4.936,5.162,5.388,5.614,5.84,5.8,5.76,5.72,5.68
KGZ,8.819180189,8.96453937,9.109898552,9.255257733,9.400616915,9.545976096,9.706522058,9.867068019,10.02761398,10.18815994,10.26254597,10.33693199,10.41131802,10.48570404,10.56009007,10.63447609,10.70886211,10.78324814,10.85763416,10.93202019,11.11987641,11.2148145,11.30975259,11.40469068,11.49962877
KHM,1.72,1.77,1.82,1.87,1.92,1.97,2.026,2.082,2.138,2.194,2.25,2.312,2.374,2.436,2.498,2.56,2.68,2.8,2.92,3.04,3.16,3.294,3.428,3.562,3.696
KIR,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,8.084269524,8.234223557,8.384177589,8.534131622,8.684085655,8.834039688,8.995927811,9.157815933,9.319704056,9.481592178,9.643480301,9.787674332,9.931868362,10.07606239,10.22025642,10.36445045,10.27032781,10.17620516,10.08208251,9.987959862,10.8644104,10.97289429,11.08137817,11.18986206,11.29834595
KWT,5.420724701,5.43488331,5.449041919,5.463200529,5.477359138,5.491517747,5.622990548,5.754463348,5.885936149,6.01740895,6.14888175,6.22776543,6.306649111,6.385532791,6.464416471,6.543300152,6.687940121,6.684350014,7.02670002,7.118764997,7.210829973,7.30289495,7.394959927,7.280399799,7.453999996
LAO,1.93,2.038,2.146,2.254,2.362,2.47,2.556,2.642,2.728,2.814,2.9,2.984,3.068,3.152,3.236,3.32,3.422,3.524,3.626,3.728,3.83,3.96,4.09,4.22,4.35
LBN,,,,,,,,,,,,,,,,7.1064,7.2072,7.814129829,7.86996901,7.925808191,7.981647372,8.037486553,8.093325734,8.149164915,8.205004096
LBR,1.19,1.254,1.318,1.382,1.446,1.51,1.57,1.63,1.69,1.75,1.81,1.87,1.93,1.99,2.05,2.11,2.2,2.29,2.38,2.47,2.56,2.658,2.756,2.854,2.952
LBY,2.73,2.932,3.134,3.336,3.538,3.74,3.962,4.184,4.406,4.628,4.85,5.14,5.43,5.72,6.01,6.3,6.586,6.872,7.158,7.444,7.73,7.73,7.73,7.73,7.73
LCA,6.62215704,6.721950054,6.823246906,6.924543757,7.025840609,7.12713746,7.228434312,7.329731163,7.431028015,7.532324866,7.633621718,7.734918569,7.836215421,7.937512272,8.038809124,8.140105975,8.241402827,8.342699678,8.44399653,8.545293381,8.646590233,8.633523623,8.620457013,8.607390404,8.640251954
LIE,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,7.748461393,7.952423606,8.156385819,8.360348032,8.564310245,8.768272458,8.99746711,9.226661762,9.455856414,9.685051065,9.914245717,9.956299782,9.958525521,9.960751261,9.962977001,9.96520274,9.96742848,9.969654219,9.971879959,10.06060982,10.12339415,10.18617848,10.24896281,10.31174714,10.37453147
LSO,4.583729556,4.67748766,4.771245765,4.865003869,4.958761974,5.052520078,5.153223228,5.253926377,5.354629526,5.455332676,5.556035825,5.769595952,5.983156079,6.196716206,6.410276333,6.62383646,6.394649982,6.238034964,6.081419945,5.846629821,5.611839697,5.736349612,5.860859526,5.98536944,6.109879354
LTU,8.707357458,8.895924435,9.084491412,9.273058389,9.461625365,9.650192342,9.858725234,10.06725813,10.27579102,10.48432391,10.6928568,10.89029752,11.08773824,11.28517895,11.48261967,11.68006039,11.90336037,12.02875996,12.19009972,12.25753021,12.41851044,12.53085041,12.53839016,12.56435966,12.79854965
LUX,8.320624086,8.545080185,8.775591183,9.00610218,9.236613178,9.467124176,9.697635174,9.928146172,10.15865717,10.38916817,10.61967916,10.85019016,10.77670527,10.70322037,10.84340787,10.98359537,11.12378287,11.26397038,11.83503008,12.40608978,12.4364996,12.52077007,12.65608025,12.93715,13.08979988
LVA,9.232491551,9.585518715,9.938545878,10.29157304,10.6446002,10.99762737,10.99194444,11.09772022,11.26758328,11.43744635,11.60730941,11.76978713,11.93226484,12.09474255,12.25722027,12.42492962,12.5667696,12.37106037,12.58559036,12.72791958,12.81678009,12.88086987,12.9885397,13.10931969,13.17405987
MAR,1.38,1.47,1.56,1.65,1.74,1.83,1.93,2.03,2.13,2.23,2.33,2.422,2.514,2.606,2.698,2.79,2.878,2.966,3.054,3.142,3.23,3.46,3.69,3.92,4.15
MCO,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,8.674838092,8.822834018,8.970829943,9.118825869,9.266821794,9.41481772,9.5309376,9.64705748,9.76317736,9.87929724,9.99541712,10.12064444,10.24587176,10.37109908,10.49632641,10.62155373,10.89477697,11.16800022,11.28320026,11.41333008,11.43325043,11.49682045,11.53036976,11.64111042,11.75164032
MDG,,,,,,,,,,3.345529556,3.470253944,3.594978333,3.719702721,3.844427109,3.969151497,4.032001393,4.094851289,4.157701186,4.220551082,4.283400978,4.346250875,4.409100771,4.471950667,4.534800564,4.59765046
MDV,3.63,3.538,3.446,3.354,3.262,3.17,3.094,3.018,2.942,2.866,2.79,2.764,2.738,2.712,2.686,2.66,2.942,3.224,3.506,3.788,4.07,4.544,5.018,5.492,5.966
MEX,5.51722002,5.591969013,5.666718006,5.741466999,5.816215992,5.890964985,5.965713978,6.040462971,6.115211964,6.189960957,6.264709949,6.424430013,6.584150076,6.743870139,6.903590202,7.199230194,7.501309872,7.528180122,7.611249924,7.805429935,7.789669991,7.995434761,8.201199532,8.146730423,8.223290443
MHL,,,,,,,,,,,,,,,,,,,,,,10.70687008,10.70687008,10.70687008,10.70687008
MKD,,,,,,,,,,,6.056674435,6.219737098,6.387189865,6.568659306,6.750128746,6.931598186,7.113067627,7.294537067,7.476006508,7.657475948,7.838945389,8.020414829,8.20188427,8.38335371,8.564823151
MLI,0.4,0.424,0.448,0.472,0.496,0.52,0.542,0.564,0.586,0.608,0.63,0.658,0.686,0.714,0.742,0.77,0.94,1.11,1.28,1.394,1.62,1.68,1.74,1.8,1.86
MLT,5.730422674,5.849355974,5.968289275,6.087222576,6.206155877,6.325089177,6.4146753,6.504261423,6.593847545,6.683433668,6.773019791,7.286671829,7.800323868,8.313975906,8.827627945,9.341279984,9.388160229,9.435040474,9.595897039,9.756753604,9.917610168,10.03806019,10.40439034,10.67558956,10.78794956
MMR,2.398670866,2.469662918,2.540654971,2.611647024,2.682639076,2.753631129,2.861194845,2.968758561,3.076322276,3.183885992,3.291449708,3.405467247,3.519484786,3.633502325,3.747519864,3.861537403,4.003521508,4.145505613,4.287489718,4.429473823,4.571457928,4.795190458,5.018922987,5.242655516,5.466388045
MNE,,,,,,,,,,,,,,9.591389656,9.723419666,9.855449677,9.987479687,10.1195097,10.25153971,10.38356972,10.51559973,10.64762974,10.78480653,10.92375061,11.06448475
MNG,8.14626509,8.181731822,8.217198555,8.252665287,8.28813202,8.323598752,8.449948986,8.57629922,8.702649454,8.828999688,8.955349922,9.091952896,9.22855587,9.365158844,9.501761818,9.638364792,9.774967766,9.91157074,10.04817371,10.18477669,10.32137966,10.28420067,10.24702168,10.20984268,10.17266369
MOZ,0.814972304,0.837610423,0.860248543,0.882886662,0.905524782,0.928162901,0.977966764,1.027770627,1.07757449,1.127378353,1.177182216,1.245096575,1.313010934,1.380925292,1.448839651,1.516754009,1.571085496,1.625416983,1.67974847,1.734079957,1.854554951,1.975029945,2.153137445,2.331244946,2.509352446
MRT,1.893023766,1.954164906,2.015306046,2.076447186,2.137588327,2.198729467,2.25281586,2.306902254,2.360988647,2.41507504,2.469161433,2.523247827,2.57733422,2.631420613,2.685507007,2.7395934,2.83130511,2.923016821,3.014728531,3.106440242,3.198151952,3.355707967,3.513263983,3.670819998,3.828376013
MUS,4.920030117,4.988871098,5.057712078,5.126553059,5.195394039,5.26423502,5.333076,5.401916981,5.470757961,5.539598942,5.608439922,5.822938095,6.037436269,6.251934442,6.466432615,6.680930788,6.895428961,7.109927134,7.324425307,7.53892348,7.753421653,7.967919827,8.201664361,8.442265955,8.689925767
MWI,1.522352755,1.563196365,1.604039976,1.644883586,1.685727197,1.726570807,1.774840529,1.82311025,1.871379972,1.919649693,1.967919414,2.034754413,2.101589412,2.168424411,2.23525941,2.302094409,2.478464546,2.654834682,2.831204818,3.007574954,3.18394509,3.265632311,3.347319532,3.429006753,3.510693974
MYS,5.324051296,5.534040056,5.744028816,5.954017575,6.164006335,6.373995095,6.500360012,6.855355024,7.210350037,7.565345049,7.920340061,7.765940094,7.611540127,7.45714016,7.302740192,7.148340225,7.673980236,8.199620247,8.725260258,9.250900269,9.415289879,9.556743304,9.698196729,9.839650154,9.981103579
NAM,5.604398865,5.610599995,5.616807985,5.623015976,5.629223967,5.635431957,5.641639948,5.647847939,5.654055929,5.66026392,5.66647191,5.672679901,5.772343334,5.872006767,5.971670201,6.071333634,6.1425218,6.250744908,6.324648111,6.3560863,6.427274467,6.583888433,6.7405024,6.897116366,7.053730332
NER,0.318619702,0.350481672,0.382343642,0.414205613,0.446067583,0.477929553,0.514693365,0.551457177,0.588220988,0.6249848,0.661748612,0.698512424,0.735276236,0.772040047,0.808803859,0.845567671,0.879880562,0.914193453,0.948506344,0.982819235,1.017132126,1.080856066,1.144580007,1.208303947,1.272027887
NGA,,,,,,,,,,,,,,3.458976507,3.694676781,3.930377054,4.166077328,4.401777601,4.637477875,4.430826426,4.224174976,4.436363379,4.648551782,4.860740185,4.992566347
NIC,3.29,3.436,3.582,3.728,3.874,4.02,4.194,4.368,4.542,4.716,4.89,5.022,5.154,5.286,5.418,5.55,5.674,5.798,5.922,6.046,6.17,6.324,6.478,6.632,6.786
NLD,10.50122441,10.58027737,10.65933033,10.73838329,10.81743625,10.89648921,10.98195187,11.06741453,11.15287719,11.23833985,11.32380251,11.33662191,11.34944131,11.36226071,11.37508011,11.37841988,11.50330973,11.62819958,11.55582047,11.60715008,11.62747955,11.64255047,11.70730019,11.72552013,11.7649498
NOR,10.94136047,11.02846043,11.1155604,11.20266036,11.28976032,11.37686028,11.46396024,11.5510602,11.63816016,11.72526012,11.81236008,11.89946004,11.98656,12.07365996,12.16075993,12.21986961,12.33580971,12.39356995,12.49827957,12.52208996,12.58306026,12.6552496,12.69234308,12.72943656,12.76653004
NPL,0.992401523,1.043231845,1.094062167,1.144892489,1.195722811,1.246553133,1.29012198,1.333690828,1.377259675,1.420828522,1.46439737,1.57573998,1.65062598,1.72551198,1.80039798,1.87528398,1.950169981,2.025055981,2.099941981,2.174827981,2.249713981,2.324599981,2.591627202,2.858654422,3.125681643
NRU,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,9.680155744,9.977210045,10.28338003,10.58955002,10.89572001,11.20188999,11.50805998,11.81422997,12.12039995,12.42656994,12.73273993,13.03890991,13.09001598,13.14112206,13.19222813,13.2433342,13.29444027,13.30167027,13.30890026,13.31613026,13.32336025,13.33059025,13.33691978,13.25347471,13.17002964
OMN,,,,,,,,,,,4.431737675,4.690052671,4.963424208,5.252729893,5.596659946,5.94059,6.284520054,6.628450108,6.972380161,7.259555101,7.546730042,8.112858009,8.678985977,9.245113945,9.811241913
PAK,1.021079479,1.103166261,1.185253043,1.267339824,1.349426606,1.431513388,1.523610753,1.615708117,1.707805482,1.799902847,1.892000212,2.092211874,2.292423537,2.4926352,2.692846862,2.893058525,2.885050058,2.747105002,2.609159946,2.83859992,2.933340073,3.066920042,3.393189907,3.542020082,3.76286006
PAN,7.478219986,7.531305027,7.584390068,7.637475109,7.69056015,7.743645191,7.796730232,7.849815273,7.902900314,7.955985355,8.009070396,8.157989311,8.306908226,8.455827141,8.604746056,8.75366497,8.902583885,9.0515028,9.200421715,9.34934063,9.498259544,9.642202907,9.78614627,9.930089633,10.074033
PER,6.835735782,6.92825278,7.022021932,7.117060184,7.213384715,7.309709246,7.406033776,7.502358307,7.598682837,7.695007368,7.791331898,7.887656429,7.983980959,8.08030549,8.17663002,7.390299797,7.275939941,7.509900093,7.510789871,7.535779953,8.199580193,8.30562973,8.521409988,8.618610382,8.52600956
PHL,7.0770998,7.129546833,7.181993866,7.234440899,7.286887932,7.339334965,7.391781998,7.444229031,7.496676064,7.549123096,7.601570129,7.905562639,8.209555149,8.513547659,8.817540169,8.826147556,8.834754944,8.843362331,8.851969719,8.94334507,9.034720421,9.12768364,9.220646858,9.313610077,9.166615009
PLW,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,1.57,1.638,1.706,1.774,1.842,1.91,1.992,2.074,2.156,2.238,2.32,2.394,2.468,2.542,2.616,2.69,2.782,2.874,2.966,3.058,3.15,3.288,3.426,3.564,3.702
POL,8.93422434,9.203922606,9.473620873,9.743319139,10.01301741,10.28271567,10.4370715,10.58392042,10.73076935,10.87761827,11.0244672,11.13676344,11.24905968,11.38986142,11.53066317,11.67146492,11.81226667,11.95306842,12.09387016,12.30233002,12.29596996,12.55772018,12.78934956,12.80893993,12.8828001
PRK,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,4.923535611,5.109200001,5.301865714,5.494531427,5.68719714,5.879862853,6.072528567,6.26519428,6.457859993,6.504159927,6.59457016,6.703159809,6.826099873,7.03455019,7.281909943,7.394710064,7.530449867,7.61838007,7.735949993,7.89041996,8.064240456,8.262209892,8.489339828,8.674340248,8.907409668
PRY,5.419168861,5.530853449,5.644839764,5.761175242,5.877510721,5.9938462,6.110181678,6.226517157,6.342852636,6.459188115,6.575523593,6.691859072,6.808194551,6.924530029,7.050154924,7.175779819,6.880959988,6.990479946,7.283860207,6.677869797,7.039019903,7.400170008,7.761320114,8.314430237,8.239689827
PSE,,,,,,,,,,,,,,,6.59070015,6.770235062,6.949769974,7.179599762,7.357450008,7.64759016,7.767769814,8.002570152,8.369689941,8.48472023,8.545780182
QAT,6.878678768,7.07210383,7.265528892,7.458953955,7.652379017,7.845804079,7.973948182,8.102092286,8.230236389,8.358380493,8.486524597,8.650935899,8.815347202,8.979758505,9.144169807,9.479646683,9.815123558,10.15060043,10.36431026,10.53732014,10.03818989,9.860930443,10.44944954,10.67131042,10.90538979
ROU,7.742066107,7.846720604,7.952789783,8.060292768,8.167795753,8.275298738,8.382801723,8.490304708,8.597807693,8.705310678,8.812813663,8.920316648,9.027819633,9.234307671,9.440795708,9.647283745,9.853771782,10.06025982,10.18836021,10.24610043,10.29037952,10.43974972,10.56690025,10.65546036,10.49645042
RUS,9.401774749,9.642442189,9.883109629,10.12377707,10.36444451,10.58146657,10.93125007,11.25738819,11.58352631,11.90966443,12.23580254,12.31227631,12.38875008,12.39096379,12.39317751,12.39539123,12.39760494,12.39981866,12.40203238,12.40424609,12.40645981,12.41809615,12.44540683,12.47678002,12.49069046
RWA,1.14073664,1.198740198,1.256743756,1.314747314,1.372750872,1.43075443,1.511959411,1.593164392,1.674369373,1.755574354,1.836779335,1.948919547,2.061059759,2.173199972,2.285340184,2.397480396,2.559890358,2.72230032,2.884710282,3.047120245,3.209530207,3.234665082,3.259799957,3.419999957,3.580199957
SAU,3.507945652,3.650969332,3.793993011,3.93701669,4.08004037,4.223064049,4.400877273,4.578690496,4.756503719,4.934316942,5.112130165,5.507525086,5.902920008,6.298314929,6.69370985,6.95037206,7.20703427,7.46369648,7.72035869,7.977020899,8.233683109,8.490345319,8.747007529,9.003669739,9.189617395
SDN,0.85,0.938,1.026,1.114,1.202,1.29,1.382,1.474,1.566,1.658,1.75,1.85,1.95,2.05,2.15,2.25,2.302,2.354,2.406,2.458,2.51,2.63,2.75,2.87,2.99
SEN,1.283872494,1.266163908,1.248455322,1.230746735,1.213038149,1.195329563,1.17407926,1.152828956,1.131578653,1.11032835,1.089078046,1.055431733,1.021785419,0.988139106,0.954492792,0.920846478,1.051890016,1.196804023,1.34171803,1.486632037,1.631546044,1.776460052,1.949070036,2.121680021,2.007482529
SGP,6.085480213,6.295924187,6.50636816,6.716812134,6.927256107,7.137700081,7.432455063,7.727210045,8.021965027,8.316720009,8.611474991,8.906229973,9.200984955,9.495739937,9.790494919,10.0852499,9.99641037,10.11680984,10.37376976,10.38455963,10.76574993,10.83049965,10.84916019,10.97437954,11.06544971
SLB,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,1.075190606,1.134669235,1.194147865,1.253626494,1.313105123,1.372583752,1.448075859,1.523567965,1.599060072,1.674552178,1.750044284,1.814098193,1.878152101,1.94220601,2.006259918,2.070313827,2.150381212,2.230448598,2.310515983,2.390583369,2.470650754,2.571306896,2.671963038,2.77261918,2.873275322
SLV,3.611669787,3.672418979,3.734189987,3.796999999,3.859810012,3.922620024,3.985430036,4.048240049,4.111050061,4.173860073,4.236670085,4.299480098,4.36229011,4.425100122,4.487910134,4.550720147,4.613530159,5.210519791,5.664899826,5.833819866,6.073550224,5.886670113,6.019370079,6.118770123,6.210683346
SMR,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,
